participant_id,day,run_km,training_min,zone2_min,steps,sleep_hrs,bedtime_hr,protein_g,energy_kcal
424,93,7.6,74,5,15359,6.4,22.1,58,2661
424,95,8.0,74,4,13508,6.4,22.0,54,2285
424,97,7.6,82,0,12431,6.8,21.8,58,2399
424,99,7.0,80,2,10561,7.4,21.7,68,2770
424,100,6.7,82,0,11238,7.0,21.9,83,2934
425,2,6.3,26,11,8848,7.8,21.8,79,1676
425,4,5.0,49,10,9960,7.2,21.7,83,1715
425,6,4.7,39,13,9269,8.0,21.7,88,1775
425,7,3.6,39,11,9691,8.0,21.8,79,1703
425,10,5.2,39,8,9745,7.9,22.7,84,1825
425,11,5.0,29,12,9306,7.7,22.2,98,1817
425,12,5.9,35,11,10118,7.7,22.0,84,1812
425,15,4.8,34,7,8747,8.1,21.6,80,1858
425,16,4.5,30,10,9930,8.2,21.7,75,1735
425,18,6.5,32,10,8400,7.7,22.4,73,1524
425,21,4.7,40,13,8412,7.6,22.8,84,1690
425,22,4.6,39,16,8944,7.5,22.9,69,1313
425,23,5.0,33,12,8080,7.5,22.5,84,1483
425,25,4.1,40,10,7430,7.8,22.2,86,1556
425,26,4.1,33,9,8034,7.8,22.6,83,1495
425,27,4.0,32,12,10112,7.7,22.8,72,1301
425,28,4.9,25,8,10096,7.2,23.0,84,1435
425,32,4.0,34,9,10729,7.2,22.8,70,1350
425,33,4.6,24,16,9844,7.0,22.8,83,1487
425,35,5.8,33,9,8970,7.4,22.6,82,1772
425,36,4.3,44,14,7775,7.4,22.6,82,1749
425,37,4.7,41,7,9199,7.4,22.3,76,1633
425,40,5.7,25,13,9512,7.3,21.8,88,1556
425,41,5.0,36,8,9900,7.3,21.8,75,1553
425,42,4.0,36,9,9032,7.3,21.8,78,1370
425,44,3.5,47,9,9129,7.5,21.9,76,1347
425,45,4.5,49,5,9764,7.4,21.2,78,1505
425,47,3.9,43,4,10315,7.8,21.1,82,1639
425,49,5.2,33,6,9058,7.7,21.3,77,1642
425,50,4.6,24,3,8897,7.7,21.6,77,1699
425,52,3.3,31,7,8011,8.1,22.6,74,1957
425,54,4.0,41,8,8140,8.0,22.8,75,1699
425,58,6.4,44,5,9316,7.7,21.9,71,1515
425,59,5.5,47,6,9132,7.7,22.0,65,1498
425,60,5.2,53,8,9093,7.5,21.8,74,1517
425,62,4.3,37,7,9744,7.1,21.5,84,1497
425,63,4.3,36,8,9899,7.3,21.1,76,1642
425,64,3.0,37,10,10820,7.5,21.4,85,1696
425,65,2.8,33,11,10757,7.2,21.6,81,1726
425,67,4.5,35,10,7948,7.6,21.4,85,1755
425,68,4.8,28,14,9017,7.6,21.0,94,1775
425,73,5.3,26,5,8668,7.5,21.4,84,1658
425,74,4.0,27,8,8194,7.6,21.3,87,1671
425,75,4.8,40,9,8609,7.8,21.3,76,1634
425,76,4.8,43,5,8618,7.8,22.0,80,1599
425,77,3.7,38,8,9327,7.5,22.2,88,1476
425,78,4.9,31,10,9989,7.5,22.1,80,1665
425,79,7.0,29,12,9047,7.6,22.2,70,1365
425,80,6.4,28,9,8527,7.9,22.3,84,1590
425,81,6.6,37,11,7617,8.0,22.3,87,1527
425,82,6.4,41,6,9291,7.6,22.3,84,1744
425,83,4.3,39,7,8998,7.9,22.6,76,1613
425,84,3.9,39,6,9871,7.6,22.7,84,1482
425,85,3.8,36,2,10071,7.4,22.0,88,1435
425,86,4.6,34,10,9041,7.0,21.7,86,1647
425,88,4.7,38,6,9266,7.3,21.7,75,1682
425,89,4.6,37,8,9687,7.4,21.4,68,1656
425,90,5.8,38,3,10155,7.4,21.8,77,1682
425,91,5.5,39,9,10277,7.8,21.6,75,1612
425,92,5.6,37,8,8294,8.0,21.5,70,1666
425,93,5.3,42,8,8432,7.4,21.4,74,1651
425,99,4.7,42,9,7880,6.8,21.2,84,1752
425,100,3.7,43,10,7640,7.0,21.4,82,1503
426,3,2.3,24,24,12273,7.2,22.2,75,2441
426,4,2.0,29,21,13087,7.5,22.2,79,2448
426,11,1.7,22,19,13842,7.3,21.8,81,2506
426,12,1.3,21,15,12834,7.3,22.3,90,2641
426,21,0.8,19,24,12289,7.6,21.5,80,2475
426,22,0.6,19,24,11290,7.4,21.2,79,2559
426,24,2.1,15,19,11832,7.3,21.6,79,2464
426,26,0.6,31,19,12418,7.4,21.8,74,2348
426,29,0.8,24,19,13099,8.0,22.7,69,2330
426,30,0.3,25,19,13365,8.0,22.9,62,2418
426,31,1.1,16,23,13798,7.5,22.5,75,2326
426,33,1.9,19,24,13134,7.2,22.9,72,2588
426,34,1.7,26,25,12902,7.4,22.9,76,2650
426,35,1.6,13,17,12250,7.2,22.5,73,2607
426,36,0.5,26,19,11810,7.0,22.7,69,2527
426,39,0.0,25,14,12716,6.7,22.6,69,2339
426,42,0.5,24,22,13146,6.9,22.7,79,2505
426,44,2.1,13,15,12433,6.8,22.2,54,2517
426,45,2.0,22,20,12792,6.8,22.7,61,2345
426,48,0.5,13,19,14395,7.4,22.7,71,2463
426,50,0.8,12,21,14522,7.5,22.8,79,2709
426,51,0.3,13,21,13281,7.1,22.7,81,2497
426,53,1.1,24,21,12905,7.2,22.6,93,2505
426,55,2.1,25,20,14368,7.2,22.1,82,2408
426,56,2.9,18,20,13789,7.4,22.5,80,2423
426,59,1.1,29,22,14268,7.0,22.1,71,2508
426,60,1.2,36,15,15059,7.3,22.3,74,2606
426,61,1.6,36,16,13686,7.3,22.2,71,2776
426,63,0.7,27,13,12419,7.3,22.0,72,2554
426,64,0.4,15,21,10684,7.1,22.1,62,2673
426,67,0.7,18,17,14155,7.2,22.1,56,2751
426,68,1.4,20,15,13364,7.0,22.5,66,2590
426,69,3.3,20,20,13603,6.8,22.2,72,2537
426,70,3.2,19,23,12905,7.1,22.0,67,2546
426,74,1.4,19,20,14370,6.8,22.9,86,2709
426,75,1.6,24,23,13212,7.1,22.9,89,2502
426,76,2.4,19,21,13376,7.2,22.5,82,2421
426,77,1.0,18,27,13095,7.2,22.3,65,2708
426,78,0.3,19,21,11970,7.1,22.0,74,2476
426,79,1.3,21,19,11811,7.5,21.9,90,2359
426,80,0.4,3,18,12450,7.5,21.6,88,2537
426,81,1.1,6,18,12483,7.1,21.4,79,2374
426,84,0.0,27,22,13907,7.1,21.2,56,2564
426,89,0.9,12,14,12043,7.2,21.6,66,2560
426,91,0.8,13,17,12398,6.9,22.0,70,2664
426,92,1.5,14,20,11979,7.3,21.9,55,2818
426,93,0.9,18,19,12573,7.3,21.8,67,2888
426,94,1.3,14,22,13072,7.4,22.1,71,2790
426,95,0.7,24,24,13019,7.5,22.0,75,2831
426,96,1.0,10,24,13481,7.7,21.7,62,2698
426,97,1.4,16,20,11937,7.3,22.2,54,2840
426,98,1.2,26,20,12507,7.3,22.1,48,2731
426,100,1.0,24,24,12917,7.5,21.8,66,2573
427,1,2.7,60,20,7265,7.9,21.4,78,1539
427,5,2.9,56,25,8028,7.9,21.3,72,1491
427,7,4.2,54,22,7923,7.6,21.2,66,1544
427,8,2.3,59,19,8121,7.5,21.1,77,1421
427,9,2.8,49,17,7603,7.6,21.3,69,1468
427,10,2.9,48,15,8574,7.5,21.5,73,1581
427,11,3.3,50,22,9102,7.1,21.8,65,1578
427,12,3.4,48,21,8517,7.5,21.9,56,1454
427,13,3.7,50,22,8538,7.6,22.1,69,1404
427,15,2.3,54,30,8174,7.3,22.2,58,1506
427,16,0.7,55,23,9424,7.5,22.2,63,1620
427,17,2.8,49,21,9436,7.8,21.9,64,1459
427,18,3.0,47,23,8067,7.8,21.9,67,1564
427,20,0.7,58,28,8706,7.9,21.7,80,1200
427,22,0.6,62,26,9965,7.6,22.0,66,1477
427,23,1.1,61,24,8849,7.7,22.1,65,1483
427,25,2.7,47,24,9009,7.6,22.3,59,1379
427,26,2.2,53,22,8143,7.5,22.0,71,1412
427,27,2.4,59,21,8331,7.3,22.1,64,1640
427,28,3.9,71,27,7321,7.3,22.3,55,1569
427,32,3.1,43,24,7005,7.8,22.3,67,1652
427,33,3.2,50,22,6209,7.6,22.6,62,1583
427,37,4.3,63,21,8677,7.7,21.8,58,1282
427,38,4.5,56,25,8746,8.1,21.9,56,1341
427,39,2.4,54,25,8154,8.1,22.2,56,1255
427,40,2.3,53,27,8314,8.0,22.1,67,1408
427,43,1.6,60,22,8237,8.0,22.1,63,1287
427,44,2.0,55,20,8379,8.1,22.2,74,1380
427,45,1.9,58,19,7599,8.1,22.1,72,1357
427,46,1.2,65,26,7476,8.2,22.6,72,1403
427,47,2.1,58,24,8357,8.2,22.1,68,1294
427,48,2.5,51,24,8678,8.1,22.6,79,1361
427,51,1.8,58,25,9456,7.8,22.8,72,1440
427,52,2.6,46,22,10484,7.8,22.5,78,1498
427,54,2.0,52,19,8108,7.9,22.4,80,1609
427,55,1.6,65,16,7668,8.2,22.3,75,1402
427,56,2.5,62,20,8386,8.1,22.4,82,1468
427,57,4.6,59,18,8435,8.1,22.4,82,1548
427,59,4.4,53,19,8640,8.1,22.2,87,1722
427,60,3.2,59,19,8874,8.1,22.5,85,1634
427,64,1.8,59,25,9046,7.9,21.9,66,1592
427,69,2.4,53,18,9006,8.1,21.7,80,1641
427,71,1.5,48,22,9384,8.4,21.1,90,1570
427,73,2.4,51,20,8472,7.9,20.8,71,1615
427,75,2.7,61,18,8108,7.8,21.3,78,1323
427,77,1.4,36,17,7454,7.6,21.6,78,1357
427,80,2.6,41,20,9382,7.5,21.6,71,1463
427,82,2.3,56,19,8676,7.3,21.5,80,1522
427,87,2.8,61,23,7957,7.6,22.3,77,1508
427,88,2.4,63,21,7889,7.5,21.9,68,1616
427,91,3.2,51,26,9066,7.8,22.4,57,1546
427,92,4.2,57,22,7915,8.0,22.1,57,1624
427,93,1.6,62,20,8172,8.1,22.1,75,1432
427,94,1.3,64,23,9415,8.0,22.1,75,1556
427,95,2.3,50,22,9219,7.5,22.4,78,1564
427,96,3.2,57,20,8165,7.4,22.0,76,1542
427,97,2.8,50,18,7945,7.2,22.3,79,1568
427,100,3.3,64,16,9185,7.8,22.5,51,1623
428,3,10.1,49,7,9467,8.0,22.9,77,2201
428,5,8.8,56,3,8314,8.3,22.6,86,2042
428,7,10.0,63,6,10579,7.6,22.8,73,2283
428,8,9.9,52,9,11477,7.5,22.4,63,1977
428,9,9.8,66,6,11871,8.0,22.1,62,2122
428,10,9.1,68,2,10412,7.9,21.8,74,2303
428,11,8.9,58,3,9888,8.0,22.2,72,2377
428,12,8.4,69,3,10522,7.7,22.4,60,2023
428,13,9.2,57,3,10695,7.8,22.2,65,2027
428,14,8.7,66,3,11988,7.6,22.2,72,1933
428,16,8.9,62,5,9758,7.3,22.7,74,1970
428,18,8.5,54,13,10401,7.4,22.6,72,1847
428,19,7.4,56,10,10458,7.1,22.7,65,1824
428,20,8.9,54,10,9595,7.0,23.1,64,1882
428,21,9.2,71,10,10868,7.0,23.3,60,1886
428,23,7.6,57,8,10374,7.2,23.0,63,1879
428,24,8.3,51,7,9573,7.2,22.8,68,1654
428,28,8.8,59,7,11734,7.6,22.5,80,2004
428,29,9.7,59,8,11268,7.8,22.3,88,1866
428,30,7.8,61,13,10672,7.8,22.1,74,1894
428,32,8.7,65,7,12410,7.7,21.9,85,1991
428,33,8.9,67,7,11321,7.7,22.1,85,1992
428,36,8.1,72,12,9448,7.7,22.3,82,2242
428,37,6.5,72,6,9497,8.1,22.5,67,2146
428,40,8.1,56,8,11762,8.6,22.0,69,2386
428,41,8.3,67,6,10715,8.8,22.1,69,2294
428,42,8.5,57,10,10901,8.4,22.0,60,2021
428,43,8.1,60,9,10728,8.2,21.6,69,2217
428,49,8.6,65,8,8078,8.0,22.1,80,1927
428,50,9.3,59,8,9903,8.1,22.0,67,1954
428,51,8.7,62,9,10493,8.0,22.1,67,1791
428,52,9.9,51,9,9559,7.6,22.3,61,2117
428,54,10.2,62,7,10335,7.7,22.5,76,1907
428,55,11.0,63,3,9590,7.7,22.5,76,1808
428,58,10.0,51,1,8984,7.4,22.0,72,1835
428,59,10.3,59,4,9124,7.6,21.9,72,2024
428,60,9.3,55,1,10179,7.7,21.7,71,2023
428,61,9.2,52,5,10060,7.5,22.1,76,2161
428,64,9.1,68,8,9331,7.9,22.1,73,2079
428,65,8.8,58,12,9741,8.0,22.1,73,2229
428,66,8.3,56,6,10988,8.2,22.3,83,2404
428,71,9.1,70,11,10443,8.0,21.5,65,1905
428,72,8.3,78,12,10241,7.9,21.6,72,1959
428,73,8.3,69,9,9691,8.1,21.7,84,1966
428,74,8.2,70,9,9934,8.5,21.7,77,1795
428,75,10.0,55,10,10233,8.3,21.6,76,1980
428,79,8.8,59,8,9927,8.0,21.2,70,2009
428,81,9.2,56,8,11503,7.7,21.9,58,1896
428,82,9.9,73,4,10554,7.7,21.9,63,1907
428,83,10.7,72,4,8089,7.5,22.3,64,1898
428,84,10.1,68,7,8537,7.5,22.3,62,2051
428,85,9.3,63,7,9264,7.6,22.0,69,2074
428,87,8.4,56,4,11133,7.8,21.8,68,1896
428,88,8.0,53,7,10469,7.6,21.4,62,1939
428,91,9.3,66,7,9466,7.3,22.2,70,1928
428,92,10.4,64,2,10637,7.3,22.0,70,2019
428,94,9.2,71,4,10444,7.3,22.4,81,1703
428,95,8.5,55,6,9778,7.3,22.0,73,1799
428,96,8.4,48,5,9939,7.4,22.2,60,1833
429,1,5.9,52,27,3099,7.3,22.6,127,2565
429,2,5.8,48,33,4867,7.2,22.4,130,2283
429,3,5.9,60,34,5323,7.1,22.2,121,2253
429,4,6.2,53,32,5785,7.1,22.2,113,2218
429,6,7.8,40,27,5121,6.9,22.0,128,2310
429,7,7.4,42,28,5926,6.4,22.4,127,2314
429,9,8.4,49,23,6154,6.5,22.7,125,2660
429,10,6.7,56,34,5731,6.4,23.3,131,2342
429,12,7.5,30,33,6316,6.6,23.1,129,2465
429,13,8.2,46,27,5745,6.8,23.3,133,2654
429,15,6.6,49,34,5853,7.6,23.2,116,2615
429,16,7.0,47,29,6319,7.7,23.5,120,2665
429,23,6.2,55,26,6036,7.2,23.0,119,2325
429,31,7.4,46,26,5277,7.4,22.9,108,2345
429,32,6.8,41,30,5062,7.3,22.5,109,2384
429,34,7.5,47,33,6378,7.2,22.7,132,2272
429,35,6.9,40,29,6398,6.8,22.4,113,2409
429,36,6.3,39,28,5683,7.1,22.2,109,2263
429,37,5.7,42,28,6212,7.6,22.5,115,1979
429,38,4.8,47,25,5691,7.9,22.7,108,1887
429,39,5.5,52,30,5356,7.8,22.5,108,1842
429,40,6.5,54,31,6590,7.5,22.7,104,2060
429,45,6.8,31,29,4880,7.4,23.0,128,2240
429,54,6.3,64,28,4060,7.6,22.7,121,2478
429,55,6.3,56,24,4535,7.5,23.1,114,2525
429,56,6.5,58,26,4129,7.6,23.0,122,2334
429,57,7.3,51,28,3733,7.3,22.9,121,2426
429,58,7.3,54,31,4382,7.1,22.7,128,2522
429,59,8.1,51,36,4810,6.8,22.7,121,2524
429,63,5.2,57,29,4118,6.9,22.1,128,2311
429,64,6.7,58,35,4053,6.8,22.2,128,2372
429,65,8.7,56,28,3863,7.0,21.9,126,2536
429,66,8.0,44,28,4020,7.3,21.7,119,2476
429,67,7.2,52,29,4280,7.2,21.9,109,2359
429,68,6.8,48,30,4412,7.3,22.2,116,2435
429,71,5.9,38,32,3408,6.9,22.7,120,2493
429,72,6.9,52,32,5115,7.1,22.6,121,2406
429,73,7.3,53,34,6100,7.1,22.5,112,2298
429,74,6.1,48,29,6263,7.2,22.4,118,2472
429,76,6.4,39,26,5806,7.0,22.7,123,2278
429,77,6.5,40,22,5999,7.1,22.9,125,2276
429,78,5.6,38,26,4874,7.1,22.6,113,2327
429,79,5.2,40,24,4280,7.3,23.0,123,2206
429,80,6.1,34,26,5730,7.5,22.9,116,2235
429,81,5.5,44,28,5422,7.4,23.4,127,2492
429,82,6.7,48,27,4135,7.6,22.8,116,2511
429,84,6.6,45,26,3530,7.1,22.9,130,2427
429,85,6.5,48,30,3466,7.1,23.3,131,2348
429,86,6.0,56,28,5255,7.4,23.1,124,2608
429,87,6.7,46,28,4826,7.1,23.0,120,2621
429,90,7.4,50,32,5251,7.0,23.2,124,2598
429,93,5.7,41,25,4608,7.2,23.2,114,2572
429,94,6.7,45,29,5205,7.4,23.2,124,2678
429,96,5.8,55,33,5516,7.1,23.3,124,2457
429,99,6.3,53,28,4245,7.2,23.3,135,2570
429,100,6.1,42,28,3545,7.0,23.2,133,2882
430,2,0.0,58,18,13494,7.5,22.8,68,1554
430,3,0.1,58,15,14531,7.5,23.0,71,1609
430,4,0.1,54,16,13138,7.3,22.5,74,1634
430,5,0.0,49,18,13356,7.4,22.6,71,1712
430,6,0.1,63,19,13444,7.5,22.9,73,1583
430,7,1.2,56,21,12906,7.3,23.2,74,1663
430,8,0.6,61,16,13581,7.2,23.2,72,1651
430,9,0.5,70,18,13493,7.0,23.0,80,1736
430,10,0.8,61,16,12899,6.9,22.8,72,1832
430,11,1.3,53,18,14862,7.2,23.0,80,1891
430,13,0.1,48,16,14688,7.1,23.4,85,1845
430,15,0.7,40,22,13663,7.4,23.3,44,2047
430,16,0.6,54,21,13444,7.5,23.5,49,2002
430,18,1.3,63,19,15244,7.2,23.5,61,1724
430,20,0.0,44,24,13134,7.4,22.8,61,1743
430,21,0.0,54,23,15048,7.4,22.6,55,1871
430,24,0.0,57,17,14726,8.1,23.2,65,1706
430,25,1.3,52,19,13398,8.2,23.3,64,1731
430,26,1.1,62,20,12998,8.1,23.2,68,1969
430,27,0.2,62,21,13275,8.0,23.2,75,1869
430,28,0.8,56,18,14167,7.9,23.1,59,1790
430,29,0.3,58,14,13574,7.9,23.1,62,1653
430,30,0.0,58,20,13258,7.6,23.2,67,1809
430,31,0.1,62,17,13678,7.3,23.3,68,1876
430,32,0.0,65,21,12569,7.3,23.3,63,2080
430,37,0.0,53,13,14493,7.4,23.0,76,2079
430,40,0.0,54,18,12110,7.7,22.5,61,2135
430,42,0.0,50,20,13851,7.6,22.8,53,2293
430,43,0.2,64,21,12553,7.5,22.7,72,2152
430,44,0.4,45,18,14362,7.5,22.8,79,2049
430,46,0.7,48,15,15123,7.3,22.9,72,1645
430,47,1.6,54,15,14088,7.4,23.2,69,1638
430,48,0.7,45,19,13995,7.5,23.1,54,1821
430,50,0.9,51,19,15720,7.8,23.3,65,1871
430,52,0.3,49,18,14806,7.7,23.4,70,2164
430,53,0.0,46,17,14491,7.9,23.1,70,1915
430,54,0.0,51,17,14836,7.5,23.3,80,1900
430,55,0.4,50,14,16601,7.5,22.7,69,1826
430,58,0.4,60,22,15559,7.9,22.7,82,1700
430,60,0.6,41,18,16328,8.4,22.9,75,1641
430,62,0.0,59,19,15470,8.5,22.8,73,1630
430,65,0.0,56,14,14395,8.7,22.9,73,1827
430,66,1.1,57,17,13705,8.5,22.8,79,1956
430,67,0.4,63,17,14107,8.5,22.8,69,1914
430,69,0.2,70,14,13720,8.2,23.1,55,1784
430,70,0.0,61,17,13100,8.4,23.3,62,1735
430,72,0.2,54,14,13848,8.3,22.5,78,1802
430,73,0.7,54,16,13439,8.4,22.7,67,1787
430,74,1.9,62,18,14191,8.4,22.3,75,1622
430,75,0.0,55,17,14356,8.5,22.5,70,1748
430,76,0.0,64,23,14082,8.4,22.4,66,1726
430,77,0.2,55,19,12806,8.3,22.9,67,1625
430,78,1.7,46,13,13903,8.2,22.9,62,1699
430,79,0.5,41,13,14346,8.1,22.9,67,1510
430,80,0.3,54,17,13842,8.0,22.4,65,1582
430,81,0.0,51,19,12921,8.3,22.2,63,1522
430,84,2.5,56,19,12984,8.3,22.1,59,1748
430,85,0.6,58,24,13102,8.1,22.3,49,1707
430,86,0.0,58,22,13300,7.9,22.2,44,1847
430,88,0.0,65,24,12656,7.7,22.4,59,1734
430,89,0.0,69,17,12741,7.8,22.4,57,1646
430,92,0.8,59,13,13832,7.4,22.8,76,1648
430,93,0.0,56,16,13613,7.5,23.1,72,1534
430,94,0.0,47,18,14749,7.4,22.9,73,1510
430,95,1.5,50,17,14133,7.5,23.2,72,1694
430,97,0.1,55,14,16311,7.5,22.9,75,1602
430,99,1.1,60,22,14107,7.8,22.9,80,1866
430,100,1.1,54,21,13185,7.9,22.5,64,1728
431,1,2.8,43,16,8819,6.7,22.6,135,2175
431,4,1.6,49,21,9005,6.9,22.1,128,2098
431,7,2.3,56,25,8728,6.3,22.2,157,2149
431,8,1.5,55,20,9199,6.3,21.9,141,2118
431,9,1.9,58,20,7992,6.0,22.3,142,2146
431,10,1.0,50,14,7355,6.2,22.2,128,2212
431,11,1.8,44,11,6504,6.2,22.2,131,2253
431,12,2.2,42,19,6302,6.6,22.2,122,2152
431,14,1.7,53,19,7513,6.6,22.4,132,2160
431,15,2.0,41,19,8129,6.7,22.5,129,2006
431,16,1.5,37,20,6075,6.6,22.6,137,2241
431,17,3.3,44,14,7064,6.6,22.3,142,2440
431,19,2.8,49,20,7990,6.7,22.3,131,2433
431,20,2.3,55,18,7773,6.8,22.4,144,2237
431,21,1.3,47,25,8279,6.9,22.2,143,2371
431,22,1.1,49,21,7334,7.0,22.1,146,2169
431,23,2.2,45,23,6479,6.9,22.1,142,2175
431,25,2.6,43,22,6394,7.1,22.6,141,2029
431,26,2.6,39,17,6492,7.2,22.5,145,2327
431,28,1.1,54,18,8595,7.3,22.2,135,2328
431,29,1.5,58,15,6832,7.1,21.9,134,2409
431,31,0.8,46,15,6744,7.0,21.6,125,2084
431,32,1.9,49,17,7038,7.2,21.2,132,1973
431,33,2.1,48,17,7082,7.3,21.2,131,1981
431,34,0.7,37,20,8266,7.3,21.0,139,1985
431,35,2.7,33,12,7611,7.1,21.1,147,2128
431,37,2.6,51,12,7263,6.9,20.7,140,2132
431,39,2.8,46,19,8294,7.4,21.3,142,2187
431,41,3.0,49,21,6534,7.8,21.9,130,2260
431,46,3.3,52,23,7065,7.1,21.6,113,2367
431,47,2.9,55,19,6841,7.0,21.4,109,2303
431,49,2.3,51,21,5888,7.1,21.3,126,2380
431,50,1.1,51,22,6114,6.7,21.6,111,2368
431,51,0.0,51,23,6727,6.9,21.7,114,2229
431,56,3.1,48,21,7757,6.8,21.8,112,2290
431,57,2.9,44,17,7292,6.7,22.0,128,2358
431,61,2.3,43,15,7324,6.8,22.3,150,2172
431,65,1.4,50,17,8525,6.7,22.3,123,2478
431,66,2.3,54,16,6525,6.7,22.3,126,2487
431,67,3.1,49,20,6210,7.0,22.1,122,2707
431,71,3.0,40,24,7760,7.3,22.0,108,2395
431,72,2.4,42,17,6904,7.3,21.6,125,2307
431,73,2.7,46,22,6869,7.5,22.1,123,2172
431,74,3.6,46,15,8015,7.5,22.2,118,2063
431,75,3.8,46,16,7076,7.0,21.8,122,2079
431,77,2.0,46,17,7294,7.1,21.5,124,2135
431,79,3.7,45,25,6128,7.3,21.6,127,2388
431,80,2.6,59,17,7231,7.3,21.7,123,2326
431,82,1.1,63,23,8444,7.6,21.5,106,2156
431,87,0.1,57,21,8237,6.9,21.8,126,2328
431,93,1.6,46,25,8459,7.4,21.6,129,2190
431,96,1.6,46,17,8250,6.8,22.7,134,2182
431,97,1.8,33,19,8146,6.9,22.6,141,2108
431,99,1.2,55,22,8651,6.4,22.2,138,2213
431,100,2.9,51,21,7823,6.7,21.6,147,2316
432,1,1.5,55,12,7989,7.1,22.0,53,3041
432,2,1.5,62,15,8164,7.1,21.9,63,3020
432,3,1.9,49,17,8661,7.3,22.0,50,3179
432,4,2.2,57,16,9735,6.9,21.9,34,3180
432,5,1.2,50,15,10687,6.9,21.2,29,2969
432,10,2.3,51,21,9351,7.4,21.9,55,3290
432,11,1.3,33,21,8676,7.5,22.3,44,3455
432,13,1.7,46,22,8514,7.1,22.5,28,3082
432,15,1.7,41,22,8935,7.4,22.8,34,2960
432,17,0.6,40,17,7726,7.3,22.5,44,2884
432,19,0.6,48,21,7403,7.7,22.1,52,3069
432,21,0.4,58,17,7532,7.2,21.8,51,2993
432,22,0.6,48,12,7288,7.2,21.8,62,3020
432,24,1.4,60,13,7316,7.5,21.4,62,3402
432,26,1.4,53,15,7234,7.3,21.1,72,3203
432,27,1.4,53,14,7760,8.0,20.7,76,3042
432,29,1.6,55,15,8393,7.4,21.2,62,3083
432,30,2.5,59,23,8090,7.4,21.5,63,3056
432,31,3.8,56,15,7683,7.4,21.3,64,2928
432,32,3.6,49,15,7711,7.7,21.1,51,3109
432,33,3.2,46,17,7847,7.9,21.0,53,3059
432,34,3.6,47,20,8152,7.9,21.3,56,3135
432,36,2.0,64,17,8026,7.7,21.3,57,3097
432,37,4.8,56,20,8405,7.6,21.7,70,3042
432,39,2.8,47,19,9314,7.2,21.3,69,2868
432,41,1.9,58,17,9294,8.1,21.6,50,2910
432,43,2.4,70,21,7947,7.5,21.3,44,2787
432,44,2.2,51,19,7375,7.7,21.4,48,2912
432,45,2.6,56,15,6989,7.9,21.1,49,3050
432,46,2.8,47,19,6795,8.0,21.1,56,2713
432,48,1.7,61,13,6944,7.5,20.7,36,2888
432,49,1.7,59,12,7936,7.5,20.5,23,3078
432,50,2.3,44,13,7809,7.6,20.8,32,2934
432,53,1.2,45,13,7292,7.2,20.3,43,2971
432,58,0.7,34,21,9535,7.0,20.9,60,2746
432,59,1.1,43,16,9516,7.0,20.7,60,2793
432,60,0.6,47,20,8169,7.4,21.0,51,3004
432,62,0.4,53,21,10306,7.4,20.9,49,2941
432,63,0.0,59,23,8512,7.5,20.4,41,3151
432,64,0.6,54,17,7956,7.7,20.2,39,3172
432,65,0.9,45,16,8343,8.1,20.1,35,3119
432,67,1.3,50,14,9117,7.6,20.7,36,3148
432,71,1.8,59,15,6771,7.3,21.0,56,3042
432,73,2.0,54,12,7673,7.5,21.2,56,3159
432,75,2.0,50,16,7499,7.1,21.1,48,3332
432,76,2.5,40,13,6995,7.3,21.0,57,3370
432,77,1.0,57,15,7869,6.9,21.8,54,3252
432,79,1.0,46,13,7521,7.2,21.4,49,3019
432,84,2.1,53,23,7005,7.3,22.1,43,3030
432,86,4.1,37,15,8687,7.4,22.3,40,3099
432,87,3.1,36,14,7458,7.4,22.1,41,2978
432,88,2.5,52,11,7590,7.5,22.0,44,2870
432,89,2.4,46,11,7838,7.2,22.1,51,2789
432,90,2.3,45,10,8124,7.2,21.8,44,2705
432,92,2.4,65,19,9305,7.3,21.4,45,2784
432,94,1.8,67,14,8285,6.9,20.7,46,2819
432,95,1.5,58,13,8613,6.7,20.9,44,2953
432,98,0.2,50,15,7575,6.6,21.2,59,2901
433,1,3.1,26,20,8554,8.3,21.2,101,2292
433,2,3.8,31,26,8425,8.1,21.4,101,2291
433,3,2.5,37,21,7594,7.9,21.7,99,2211
433,4,2.4,37,22,7171,7.9,21.9,96,2127
433,5,2.7,38,20,8960,8.2,22.0,92,1906
433,9,2.7,39,21,7874,7.8,21.4,98,2187
433,10,3.3,37,24,8240,7.9,22.0,108,2314
433,12,3.7,49,20,7871,8.4,21.9,114,2542
433,13,1.9,42,23,8577,8.5,21.4,119,2376
433,14,1.4,38,20,7720,8.5,21.8,112,2358
433,16,1.9,31,18,9055,8.4,21.8,119,2485
433,19,1.0,36,22,9128,8.3,21.7,109,2334
433,20,1.1,36,23,8039,8.1,21.4,109,2546
433,22,2.6,32,24,8692,8.9,21.2,101,2515
433,23,1.9,33,24,7593,8.9,21.1,86,2513
433,24,1.4,29,23,6622,8.6,21.1,90,2498
433,26,1.4,36,23,7099,9.0,21.3,79,2239
433,27,1.7,28,21,6140,8.7,21.3,83,2188
433,28,0.0,33,25,6908,8.9,21.6,88,2133
433,31,2.1,35,25,7886,9.5,21.5,84,2427
433,33,1.9,27,26,7892,9.1,21.3,102,2226
433,35,1.9,29,15,7998,9.3,21.3,103,2258
433,36,1.6,49,23,8688,9.0,21.3,105,2066
